po_number,supplier,sku,qty_ordered,qty_received,unit_cost,order_date,expected_date,received_date,location,fill_rate
PO00549-3,SUP045,SKU00549,378,378,113.88,2026-06-30,2026-07-07,2026-07-07,ST041,1.0
PO00550-1,SUP048,SKU00550,84,84,112.25,2026-05-12,2026-05-20,2026-05-20,ST048,1.0
PO00550-2,SUP048,SKU00550,84,84,112.25,2026-06-06,2026-06-14,2026-06-14,ST048,1.0
PO00550-3,SUP048,SKU00550,84,84,112.25,2026-07-01,2026-07-09,2026-07-09,ST048,1.0
PO00551-1,SUP051,SKU00551,210,210,14.02,2026-05-13,2026-05-22,2026-05-22,ST003,1.0
PO00551-2,SUP051,SKU00551,210,210,14.02,2026-06-07,2026-06-16,2026-06-16,ST003,1.0
PO00551-3,SUP051,SKU00551,210,210,14.02,2026-07-02,2026-07-11,2026-07-11,ST003,1.0
PO00552-1,SUP054,SKU00552,280,280,25.38,2026-05-14,2026-05-24,2026-05-24,ST010,1.0
PO00552-2,SUP054,SKU00552,280,280,25.38,2026-06-08,2026-06-18,2026-06-18,ST010,1.0
PO00552-3,SUP054,SKU00552,280,280,25.38,2026-07-03,2026-07-13,2026-07-13,ST010,1.0
PO00553-1,SUP057,SKU00553,434,434,28.42,2026-05-15,2026-05-22,2026-05-22,ST017,1.0
PO00553-2,SUP057,SKU00553,434,434,28.42,2026-06-09,2026-06-16,2026-06-16,ST017,1.0
PO00553-3,SUP057,SKU00553,434,434,28.42,2026-07-04,2026-07-11,2026-07-11,ST017,1.0
PO00554-1,SUP060,SKU00554,42,42,55.69,2026-05-09,2026-05-17,2026-05-17,ST024,1.0
PO00554-2,SUP060,SKU00554,42,42,55.69,2026-06-03,2026-06-11,2026-06-11,ST024,1.0
PO00554-3,SUP060,SKU00554,42,42,55.69,2026-06-28,2026-07-06,2026-07-06,ST024,1.0
PO00555-1,SUP063,SKU00555,266,266,48.33,2026-05-10,2026-05-19,2026-05-19,ST031,1.0
PO00555-2,SUP063,SKU00555,266,266,48.33,2026-06-04,2026-06-13,2026-06-13,ST031,1.0
PO00555-3,SUP063,SKU00555,266,266,48.33,2026-06-29,2026-07-08,2026-07-08,ST031,1.0
PO00556-1,SUP066,SKU00556,336,336,79.61,2026-05-11,2026-05-21,2026-05-21,ST038,1.0
PO00556-2,SUP066,SKU00556,336,336,79.61,2026-06-05,2026-06-15,2026-06-15,ST038,1.0
PO00556-3,SUP066,SKU00556,336,336,79.61,2026-06-30,2026-07-10,2026-07-10,ST038,1.0
PO00557-1,SUP069,SKU00557,490,490,92.16,2026-05-12,2026-05-19,2026-05-19,ST045,1.0
PO00557-2,SUP069,SKU00557,490,490,92.16,2026-06-06,2026-06-13,2026-06-13,ST045,1.0
PO00557-3,SUP069,SKU00557,490,490,92.16,2026-07-01,2026-07-08,2026-07-08,ST045,1.0
PO00558-1,SUP072,SKU00558,98,98,105.91,2026-05-13,2026-05-21,2026-05-21,ST052,1.0
PO00558-2,SUP072,SKU00558,98,98,105.91,2026-06-07,2026-06-15,2026-06-15,ST052,1.0
PO00558-3,SUP072,SKU00558,98,98,105.91,2026-07-02,2026-07-10,2026-07-10,ST052,1.0
PO00559-1,SUP075,SKU00559,322,322,99.09,2026-05-14,2026-05-23,2026-05-23,ST007,1.0
PO00559-2,SUP075,SKU00559,322,322,99.09,2026-06-08,2026-06-17,2026-06-17,ST007,1.0
PO00559-3,SUP075,SKU00559,322,322,99.09,2026-07-03,2026-07-12,2026-07-12,ST007,1.0
PO00560-1,SUP078,SKU00560,112,112,113.7,2026-05-15,2026-05-25,2026-05-25,ST014,1.0
PO00560-2,SUP078,SKU00560,112,112,113.7,2026-06-09,2026-06-19,2026-06-19,ST014,1.0
PO00560-3,SUP078,SKU00560,112,112,113.7,2026-07-04,2026-07-14,2026-07-14,ST014,1.0
PO00561-1,SUP001,SKU00561,546,546,138.7,2026-05-09,2026-05-16,2026-05-16,ST021,1.0
PO00561-2,SUP001,SKU00561,546,546,138.7,2026-06-03,2026-06-10,2026-06-10,ST021,1.0
PO00561-3,SUP001,SKU00561,546,546,138.7,2026-06-28,2026-07-05,2026-07-05,ST021,1.0
PO00562-1,SUP004,SKU00562,56,56,26.69,2026-05-10,2026-05-18,2026-05-18,ST028,1.0
PO00562-2,SUP004,SKU00562,56,56,26.69,2026-06-04,2026-06-12,2026-06-12,ST028,1.0
PO00562-3,SUP004,SKU00562,56,56,26.69,2026-06-29,2026-07-07,2026-07-07,ST028,1.0
PO00563-1,SUP007,SKU00563,378,378,34.91,2026-05-11,2026-05-20,2026-05-20,ST035,1.0
PO00563-2,SUP007,SKU00563,378,378,34.91,2026-06-05,2026-06-14,2026-06-14,ST035,1.0
PO00563-3,SUP007,SKU00563,378,378,34.91,2026-06-30,2026-07-09,2026-07-09,ST035,1.0
PO00564-1,SUP010,SKU00564,168,168,45.02,2026-05-12,2026-05-22,2026-05-22,ST042,1.0
PO00564-2,SUP010,SKU00564,168,168,45.02,2026-06-06,2026-06-16,2026-06-16,ST042,1.0
PO00564-3,SUP010,SKU00564,168,168,45.02,2026-07-01,2026-07-11,2026-07-11,ST042,1.0
PO00565-1,SUP013,SKU00565,602,602,48.68,2026-05-13,2026-05-20,2026-05-20,ST049,1.0
PO00565-2,SUP013,SKU00565,602,602,48.68,2026-06-07,2026-06-14,2026-06-14,ST049,1.0
PO00565-3,SUP013,SKU00565,602,602,48.68,2026-07-02,2026-07-09,2026-07-09,ST049,1.0
PO00566-1,SUP016,SKU00566,112,112,50.54,2026-05-14,2026-05-22,2026-05-22,ST004,1.0
PO00566-2,SUP016,SKU00566,112,112,50.54,2026-06-08,2026-06-16,2026-06-16,ST004,1.0
PO00566-3,SUP016,SKU00566,112,112,50.54,2026-07-03,2026-07-11,2026-07-11,ST004,1.0
PO00567-1,SUP019,SKU00567,434,434,73.68,2026-05-15,2026-05-24,2026-05-24,ST011,1.0
PO00567-2,SUP019,SKU00567,434,434,73.68,2026-06-09,2026-06-18,2026-06-18,ST011,1.0
PO00567-3,SUP019,SKU00567,434,434,73.68,2026-07-04,2026-07-13,2026-07-13,ST011,1.0
PO00568-1,SUP022,SKU00568,224,224,81.5,2026-05-09,2026-05-19,2026-05-19,ST018,1.0
PO00568-2,SUP022,SKU00568,224,224,81.5,2026-06-03,2026-06-13,2026-06-13,ST018,1.0
PO00568-3,SUP022,SKU00568,224,224,81.5,2026-06-28,2026-07-08,2026-07-08,ST018,1.0
PO00569-1,SUP025,SKU00569,658,658,109.09,2026-05-10,2026-05-17,2026-05-17,ST025,1.0
PO00569-2,SUP025,SKU00569,658,658,109.09,2026-06-04,2026-06-11,2026-06-11,ST025,1.0
PO00569-3,SUP025,SKU00569,658,658,109.09,2026-06-29,2026-07-06,2026-07-06,ST025,1.0
PO00570-1,SUP028,SKU00570,70,70,100.37,2026-05-11,2026-05-19,2026-05-19,ST032,1.0
PO00570-2,SUP028,SKU00570,70,70,100.37,2026-06-05,2026-06-13,2026-06-13,ST032,1.0
PO00570-3,SUP028,SKU00570,70,70,100.37,2026-06-30,2026-07-08,2026-07-08,ST032,1.0
PO00571-1,SUP031,SKU00571,490,490,129.52,2026-05-12,2026-05-21,2026-05-21,ST039,1.0
PO00571-2,SUP031,SKU00571,490,490,129.52,2026-06-06,2026-06-15,2026-06-15,ST039,1.0
PO00571-3,SUP031,SKU00571,490,490,129.52,2026-07-01,2026-07-10,2026-07-10,ST039,1.0
PO00572-1,SUP034,SKU00572,280,280,15.43,2026-05-13,2026-05-23,2026-05-23,ST046,1.0
PO00572-2,SUP034,SKU00572,280,280,15.43,2026-06-07,2026-06-17,2026-06-17,ST046,1.0
PO00572-3,SUP034,SKU00572,280,280,15.43,2026-07-02,2026-07-12,2026-07-12,ST046,1.0
PO00573-1,SUP037,SKU00573,294,294,30.52,2026-05-14,2026-05-21,2026-05-21,ST001,1.0
PO00573-2,SUP037,SKU00573,294,294,30.52,2026-06-08,2026-06-15,2026-06-15,ST001,1.0
PO00573-3,SUP037,SKU00573,294,294,30.52,2026-07-03,2026-07-10,2026-07-10,ST001,1.0
PO00574-1,SUP040,SKU00574,28,28,40.02,2026-05-15,2026-05-23,2026-05-23,ST008,1.0
PO00574-2,SUP040,SKU00574,28,28,40.02,2026-06-09,2026-06-17,2026-06-17,ST008,1.0
PO00574-3,SUP040,SKU00574,28,28,40.02,2026-07-04,2026-07-12,2026-07-12,ST008,1.0
PO00575-1,SUP043,SKU00575,196,196,52.9,2026-05-09,2026-05-18,2026-05-18,ST015,1.0
PO00575-2,SUP043,SKU00575,196,196,52.9,2026-06-03,2026-06-12,2026-06-12,ST015,1.0
PO00575-3,SUP043,SKU00575,196,196,52.9,2026-06-28,2026-07-07,2026-07-07,ST015,1.0
PO00576-1,SUP046,SKU00576,336,336,62.49,2026-05-10,2026-05-20,2026-05-20,ST022,1.0
PO00576-2,SUP046,SKU00576,336,336,62.49,2026-06-04,2026-06-14,2026-06-14,ST022,1.0
PO00576-3,SUP046,SKU00576,336,336,62.49,2026-06-29,2026-07-09,2026-07-09,ST022,1.0
PO00577-1,SUP049,SKU00577,350,350,61.67,2026-05-11,2026-05-18,2026-05-18,ST029,1.0
PO00577-2,SUP049,SKU00577,350,350,61.67,2026-06-05,2026-06-12,2026-06-12,ST029,1.0
PO00577-3,SUP049,SKU00577,350,350,61.67,2026-06-30,2026-07-07,2026-07-07,ST029,1.0
PO00578-1,SUP052,SKU00578,84,84,90.99,2026-05-12,2026-05-20,2026-05-20,ST036,1.0
PO00578-2,SUP052,SKU00578,84,84,90.99,2026-06-06,2026-06-14,2026-06-14,ST036,1.0
PO00578-3,SUP052,SKU00578,84,84,90.99,2026-07-01,2026-07-09,2026-07-09,ST036,1.0
PO00579-1,SUP055,SKU00579,252,252,78.36,2026-05-13,2026-05-22,2026-05-22,ST043,1.0
PO00579-2,SUP055,SKU00579,252,252,78.36,2026-06-07,2026-06-16,2026-06-16,ST043,1.0
PO00579-3,SUP055,SKU00579,252,252,78.36,2026-07-02,2026-07-11,2026-07-11,ST043,1.0
PO00580-1,SUP058,SKU00580,112,112,81.05,2026-05-14,2026-05-24,2026-05-24,ST050,1.0
PO00580-2,SUP058,SKU00580,112,112,81.05,2026-06-08,2026-06-18,2026-06-18,ST050,1.0
PO00580-3,SUP058,SKU00580,112,112,81.05,2026-07-03,2026-07-13,2026-07-13,ST050,1.0
PO00581-1,SUP061,SKU00581,406,406,116.27,2026-05-15,2026-05-22,2026-05-22,ST005,1.0
PO00581-2,SUP061,SKU00581,406,406,116.27,2026-06-09,2026-06-16,2026-06-16,ST005,1.0
PO00581-3,SUP061,SKU00581,406,406,116.27,2026-07-04,2026-07-11,2026-07-11,ST005,1.0
PO00582-1,SUP064,SKU00582,42,42,147.39,2026-05-09,2026-05-17,2026-05-17,ST012,1.0
PO00582-2,SUP064,SKU00582,42,42,147.39,2026-06-03,2026-06-11,2026-06-11,ST012,1.0
PO00582-3,SUP064,SKU00582,42,42,147.39,2026-06-28,2026-07-06,2026-07-06,ST012,1.0
PO00583-1,SUP067,SKU00583,308,308,16.77,2026-05-10,2026-05-19,2026-05-19,ST019,1.0
PO00583-2,SUP067,SKU00583,308,308,16.77,2026-06-04,2026-06-13,2026-06-13,ST019,1.0
PO00583-3,SUP067,SKU00583,308,308,16.77,2026-06-29,2026-07-08,2026-07-08,ST019,1.0
PO00584-1,SUP070,SKU00584,168,168,22.59,2026-05-11,2026-05-21,2026-05-21,ST026,1.0
PO00584-2,SUP070,SKU00584,168,168,22.59,2026-06-05,2026-06-15,2026-06-15,ST026,1.0
PO00584-3,SUP070,SKU00584,168,168,22.59,2026-06-30,2026-07-10,2026-07-10,ST026,1.0
PO00585-1,SUP073,SKU00585,462,462,37.02,2026-05-12,2026-05-19,2026-05-19,ST033,1.0
PO00585-2,SUP073,SKU00585,462,462,37.02,2026-06-06,2026-06-13,2026-06-13,ST033,1.0
PO00585-3,SUP073,SKU00585,462,462,37.02,2026-07-01,2026-07-08,2026-07-08,ST033,1.0
PO00586-1,SUP076,SKU00586,98,98,52.96,2026-05-13,2026-05-21,2026-05-21,ST040,1.0
PO00586-2,SUP076,SKU00586,98,98,52.96,2026-06-07,2026-06-15,2026-06-15,ST040,1.0
PO00586-3,SUP076,SKU00586,98,98,52.96,2026-07-02,2026-07-10,2026-07-10,ST040,1.0
PO00587-1,SUP079,SKU00587,364,364,70.46,2026-05-14,2026-05-23,2026-05-23,ST047,1.0
PO00587-2,SUP079,SKU00587,364,364,70.46,2026-06-08,2026-06-17,2026-06-17,ST047,1.0
PO00587-3,SUP079,SKU00587,364,364,70.46,2026-07-03,2026-07-12,2026-07-12,ST047,1.0
PO00588-1,SUP002,SKU00588,224,224,78.61,2026-05-15,2026-05-25,2026-05-25,ST002,1.0
PO00588-2,SUP002,SKU00588,224,224,78.61,2026-06-09,2026-06-19,2026-06-19,ST002,1.0
PO00588-3,SUP002,SKU00588,224,224,78.61,2026-07-04,2026-07-14,2026-07-14,ST002,1.0
PO00589-1,SUP005,SKU00589,518,518,82.71,2026-05-09,2026-05-16,2026-05-16,ST009,1.0
PO00589-2,SUP005,SKU00589,518,518,82.71,2026-06-03,2026-06-10,2026-06-10,ST009,1.0
PO00589-3,SUP005,SKU00589,518,518,82.71,2026-06-28,2026-07-05,2026-07-05,ST009,1.0
PO00590-1,SUP008,SKU00590,56,56,94.91,2026-05-10,2026-05-18,2026-05-18,ST016,1.0
PO00590-2,SUP008,SKU00590,56,56,94.91,2026-06-04,2026-06-12,2026-06-12,ST016,1.0
PO00590-3,SUP008,SKU00590,56,56,94.91,2026-06-29,2026-07-07,2026-07-07,ST016,1.0
PO00591-1,SUP011,SKU00591,420,420,110.49,2026-05-11,2026-05-20,2026-05-20,ST023,1.0
PO00591-2,SUP011,SKU00591,420,420,110.49,2026-06-05,2026-06-14,2026-06-14,ST023,1.0
PO00591-3,SUP011,SKU00591,420,420,110.49,2026-06-30,2026-07-09,2026-07-09,ST023,1.0
PO00592-1,SUP014,SKU00592,280,280,133.82,2026-05-12,2026-05-22,2026-05-22,ST030,1.0
PO00592-2,SUP014,SKU00592,280,280,133.82,2026-06-06,2026-06-16,2026-06-16,ST030,1.0
PO00592-3,SUP014,SKU00592,280,280,133.82,2026-07-01,2026-07-11,2026-07-11,ST030,1.0
PO00593-1,SUP017,SKU00593,574,574,6.05,2026-05-13,2026-05-20,2026-05-20,ST037,1.0
PO00593-2,SUP017,SKU00593,574,574,6.05,2026-06-07,2026-06-14,2026-06-14,ST037,1.0
PO00593-3,SUP017,SKU00593,574,574,6.05,2026-07-02,2026-07-09,2026-07-09,ST037,1.0
PO00594-1,SUP020,SKU00594,112,112,22.95,2026-05-14,2026-05-22,2026-05-22,ST044,1.0
PO00594-2,SUP020,SKU00594,112,112,22.95,2026-06-08,2026-06-16,2026-06-16,ST044,1.0
PO00594-3,SUP020,SKU00594,112,112,22.95,2026-07-03,2026-07-11,2026-07-11,ST044,1.0
PO00595-1,SUP023,SKU00595,476,476,42.7,2026-05-15,2026-05-24,2026-05-24,ST051,1.0
PO00595-2,SUP023,SKU00595,476,476,42.7,2026-06-09,2026-06-18,2026-06-18,ST051,1.0
PO00595-3,SUP023,SKU00595,476,476,42.7,2026-07-04,2026-07-13,2026-07-13,ST051,1.0
PO00596-1,SUP026,SKU00596,336,336,44.11,2026-05-09,2026-05-19,2026-05-19,ST006,1.0
PO00596-2,SUP026,SKU00596,336,336,44.11,2026-06-03,2026-06-13,2026-06-13,ST006,1.0
PO00596-3,SUP026,SKU00596,336,336,44.11,2026-06-28,2026-07-08,2026-07-08,ST006,1.0
PO00597-1,SUP029,SKU00597,630,630,49.85,2026-05-10,2026-05-17,2026-05-17,ST013,1.0
PO00597-2,SUP029,SKU00597,630,630,49.85,2026-06-04,2026-06-11,2026-06-11,ST013,1.0
PO00597-3,SUP029,SKU00597,630,630,49.85,2026-06-29,2026-07-06,2026-07-06,ST013,1.0
PO00598-1,SUP032,SKU00598,70,70,63.37,2026-05-11,2026-05-19,2026-05-19,ST020,1.0
PO00598-2,SUP032,SKU00598,70,70,63.37,2026-06-05,2026-06-13,2026-06-13,ST020,1.0
PO00598-3,SUP032,SKU00598,70,70,63.37,2026-06-30,2026-07-08,2026-07-08,ST020,1.0
PO00599-1,SUP035,SKU00599,532,532,70.32,2026-05-12,2026-05-21,2026-05-21,ST027,1.0
PO00599-2,SUP035,SKU00599,532,532,70.32,2026-06-06,2026-06-15,2026-06-15,ST027,1.0
PO00599-3,SUP035,SKU00599,532,532,70.32,2026-07-01,2026-07-10,2026-07-10,ST027,1.0
PO00600-1,SUP038,SKU00600,112,112,82.23,2026-05-13,2026-05-23,2026-05-23,ST034,1.0
PO00600-2,SUP038,SKU00600,112,112,82.23,2026-06-07,2026-06-17,2026-06-17,ST034,1.0
PO00600-3,SUP038,SKU00600,112,112,82.23,2026-07-02,2026-07-12,2026-07-12,ST034,1.0
PO00601-1,SUP041,SKU00601,266,266,105.64,2026-05-14,2026-05-21,2026-05-21,ST041,1.0
PO00601-2,SUP041,SKU00601,266,266,105.64,2026-06-08,2026-06-15,2026-06-15,ST041,1.0
PO00601-3,SUP041,SKU00601,266,266,105.64,2026-07-03,2026-07-10,2026-07-10,ST041,1.0
PO00602-1,SUP044,SKU00602,28,28,118.88,2026-05-15,2026-05-23,2026-05-23,ST048,1.0
PO00602-2,SUP044,SKU00602,28,28,118.88,2026-06-09,2026-06-17,2026-06-17,ST048,1.0
PO00602-3,SUP044,SKU00602,28,28,118.88,2026-07-04,2026-07-12,2026-07-12,ST048,1.0
PO00603-1,SUP047,SKU00603,238,238,104.96,2026-05-09,2026-05-18,2026-05-18,ST003,1.0
PO00603-2,SUP047,SKU00603,238,238,104.96,2026-06-03,2026-06-12,2026-06-12,ST003,1.0
PO00603-3,SUP047,SKU00603,238,238,104.96,2026-06-28,2026-07-07,2026-07-07,ST003,1.0
PO00604-1,SUP050,SKU00604,168,168,19.68,2026-05-10,2026-05-20,2026-05-20,ST010,1.0
PO00604-2,SUP050,SKU00604,168,168,19.68,2026-06-04,2026-06-14,2026-06-14,ST010,1.0
PO00604-3,SUP050,SKU00604,168,168,19.68,2026-06-29,2026-07-09,2026-07-09,ST010,1.0
PO00605-1,SUP053,SKU00605,322,322,30.73,2026-05-11,2026-05-18,2026-05-18,ST017,1.0
PO00605-2,SUP053,SKU00605,322,322,30.73,2026-06-05,2026-06-12,2026-06-12,ST017,1.0
PO00605-3,SUP053,SKU00605,322,322,30.73,2026-06-30,2026-07-07,2026-07-07,ST017,1.0
PO00606-1,SUP056,SKU00606,84,84,40.73,2026-05-12,2026-05-20,2026-05-20,ST024,1.0
PO00606-2,SUP056,SKU00606,84,84,40.73,2026-06-06,2026-06-14,2026-06-14,ST024,1.0
PO00606-3,SUP056,SKU00606,84,84,40.73,2026-07-01,2026-07-09,2026-07-09,ST024,1.0
PO00607-1,SUP059,SKU00607,294,294,46.31,2026-05-13,2026-05-22,2026-05-22,ST031,1.0
PO00607-2,SUP059,SKU00607,294,294,46.31,2026-06-07,2026-06-16,2026-06-16,ST031,1.0
PO00607-3,SUP059,SKU00607,294,294,46.31,2026-07-02,2026-07-11,2026-07-11,ST031,1.0
PO00608-1,SUP062,SKU00608,224,224,64.97,2026-05-14,2026-05-24,2026-05-24,ST038,1.0
PO00608-2,SUP062,SKU00608,224,224,64.97,2026-06-08,2026-06-18,2026-06-18,ST038,1.0
PO00608-3,SUP062,SKU00608,224,224,64.97,2026-07-03,2026-07-13,2026-07-13,ST038,1.0
PO00609-1,SUP065,SKU00609,378,378,68.03,2026-05-15,2026-05-22,2026-05-22,ST045,1.0
PO00609-2,SUP065,SKU00609,378,378,68.03,2026-06-09,2026-06-16,2026-06-16,ST045,1.0
PO00609-3,SUP065,SKU00609,378,378,68.03,2026-07-04,2026-07-11,2026-07-11,ST045,1.0
PO00610-1,SUP068,SKU00610,42,42,89.49,2026-05-09,2026-05-17,2026-05-17,ST052,1.0
PO00610-2,SUP068,SKU00610,42,42,89.49,2026-06-03,2026-06-11,2026-06-11,ST052,1.0
PO00610-3,SUP068,SKU00610,42,42,89.49,2026-06-28,2026-07-06,2026-07-06,ST052,1.0
PO00611-1,SUP071,SKU00611,350,350,92.25,2026-05-10,2026-05-19,2026-05-19,ST007,1.0
PO00611-2,SUP071,SKU00611,350,350,92.25,2026-06-04,2026-06-13,2026-06-13,ST007,1.0
PO00611-3,SUP071,SKU00611,350,350,92.25,2026-06-29,2026-07-08,2026-07-08,ST007,1.0
PO00612-1,SUP074,SKU00612,280,280,127.6,2026-05-11,2026-05-21,2026-05-21,ST014,1.0
PO00612-2,SUP074,SKU00612,280,280,127.6,2026-06-05,2026-06-15,2026-06-15,ST014,1.0
PO00612-3,SUP074,SKU00612,280,280,127.6,2026-06-30,2026-07-10,2026-07-10,ST014,1.0
PO00613-1,SUP077,SKU00613,434,434,112.43,2026-05-12,2026-05-19,2026-05-19,ST021,1.0
PO00613-2,SUP077,SKU00613,434,434,112.43,2026-06-06,2026-06-13,2026-06-13,ST021,1.0
PO00613-3,SUP077,SKU00613,434,434,112.43,2026-07-01,2026-07-08,2026-07-08,ST021,1.0
PO00614-1,SUP080,SKU00614,98,98,124.11,2026-05-13,2026-05-21,2026-05-21,ST028,1.0
PO00614-2,SUP080,SKU00614,98,98,124.11,2026-06-07,2026-06-15,2026-06-15,ST028,1.0
PO00614-3,SUP080,SKU00614,98,98,124.11,2026-07-02,2026-07-10,2026-07-10,ST028,1.0
PO00615-1,SUP003,SKU00615,406,406,19.82,2026-05-14,2026-05-23,2026-05-23,ST035,1.0
PO00615-2,SUP003,SKU00615,406,406,19.82,2026-06-08,2026-06-17,2026-06-17,ST035,1.0
PO00615-3,SUP003,SKU00615,406,406,19.82,2026-07-03,2026-07-12,2026-07-12,ST035,1.0
PO00616-1,SUP006,SKU00616,336,336,34.87,2026-05-15,2026-05-25,2026-05-25,ST042,1.0
PO00616-2,SUP006,SKU00616,336,336,34.87,2026-06-09,2026-06-19,2026-06-19,ST042,1.0
PO00616-3,SUP006,SKU00616,336,336,34.87,2026-07-04,2026-07-14,2026-07-14,ST042,1.0
PO00617-1,SUP009,SKU00617,490,490,32.45,2026-05-09,2026-05-16,2026-05-16,ST049,1.0
PO00617-2,SUP009,SKU00617,490,490,32.45,2026-06-03,2026-06-10,2026-06-10,ST049,1.0
PO00617-3,SUP009,SKU00617,490,490,32.45,2026-06-28,2026-07-05,2026-07-05,ST049,1.0
PO00618-1,SUP012,SKU00618,56,56,44.55,2026-05-10,2026-05-18,2026-05-18,ST004,1.0
PO00618-2,SUP012,SKU00618,56,56,44.55,2026-06-04,2026-06-12,2026-06-12,ST004,1.0
PO00618-3,SUP012,SKU00618,56,56,44.55,2026-06-29,2026-07-07,2026-07-07,ST004,1.0
PO00619-1,SUP015,SKU00619,462,462,69.98,2026-05-11,2026-05-20,2026-05-20,ST011,1.0
PO00619-2,SUP015,SKU00619,462,462,69.98,2026-06-05,2026-06-14,2026-06-14,ST011,1.0
PO00619-3,SUP015,SKU00619,462,462,69.98,2026-06-30,2026-07-09,2026-07-09,ST011,1.0
PO00620-1,SUP018,SKU00620,112,112,80.3,2026-05-12,2026-05-22,2026-05-22,ST018,1.0
PO00620-2,SUP018,SKU00620,112,112,80.3,2026-06-06,2026-06-16,2026-06-16,ST018,1.0
PO00620-3,SUP018,SKU00620,112,112,80.3,2026-07-01,2026-07-11,2026-07-11,ST018,1.0
PO00621-1,SUP021,SKU00621,546,546,91.95,2026-05-13,2026-05-20,2026-05-20,ST025,1.0
PO00621-2,SUP021,SKU00621,546,546,91.95,2026-06-07,2026-06-14,2026-06-14,ST025,1.0
PO00621-3,SUP021,SKU00621,546,546,91.95,2026-07-02,2026-07-09,2026-07-09,ST025,1.0
PO00622-1,SUP024,SKU00622,112,112,89.7,2026-05-14,2026-05-22,2026-05-22,ST032,1.0
PO00622-2,SUP024,SKU00622,112,112,89.7,2026-06-08,2026-06-16,2026-06-16,ST032,1.0
PO00622-3,SUP024,SKU00622,112,112,89.7,2026-07-03,2026-07-11,2026-07-11,ST032,1.0
PO00623-1,SUP027,SKU00623,518,518,98.02,2026-05-15,2026-05-24,2026-05-24,ST039,1.0
PO00623-2,SUP027,SKU00623,518,518,98.02,2026-06-09,2026-06-18,2026-06-18,ST039,1.0
PO00623-3,SUP027,SKU00623,518,518,98.02,2026-07-04,2026-07-13,2026-07-13,ST039,1.0
PO00624-1,SUP030,SKU00624,168,168,127.83,2026-05-09,2026-05-19,2026-05-19,ST046,1.0
PO00624-2,SUP030,SKU00624,168,168,127.83,2026-06-03,2026-06-13,2026-06-13,ST046,1.0
PO00624-3,SUP030,SKU00624,168,168,127.83,2026-06-28,2026-07-08,2026-07-08,ST046,1.0
PO00625-1,SUP033,SKU00625,602,602,10.77,2026-05-10,2026-05-17,2026-05-17,ST001,1.0
PO00625-2,SUP033,SKU00625,602,602,10.77,2026-06-04,2026-06-11,2026-06-11,ST001,1.0
PO00625-3,SUP033,SKU00625,602,602,10.77,2026-06-29,2026-07-06,2026-07-06,ST001,1.0
PO00626-1,SUP036,SKU00626,70,70,27.71,2026-05-11,2026-05-19,2026-05-19,ST008,1.0
PO00626-2,SUP036,SKU00626,70,70,27.71,2026-06-05,2026-06-13,2026-06-13,ST008,1.0
PO00626-3,SUP036,SKU00626,70,70,27.71,2026-06-30,2026-07-08,2026-07-08,ST008,1.0
PO00627-1,SUP039,SKU00627,224,224,28.15,2026-05-12,2026-05-21,2026-05-21,ST015,1.0
PO00627-2,SUP039,SKU00627,224,224,28.15,2026-06-06,2026-06-15,2026-06-15,ST015,1.0
PO00627-3,SUP039,SKU00627,224,224,28.15,2026-07-01,2026-07-10,2026-07-10,ST015,1.0
PO00628-1,SUP042,SKU00628,224,224,52.95,2026-05-13,2026-05-23,2026-05-23,ST022,1.0
PO00628-2,SUP042,SKU00628,224,224,52.95,2026-06-07,2026-06-17,2026-06-17,ST022,1.0
PO00628-3,SUP042,SKU00628,224,224,52.95,2026-07-02,2026-07-12,2026-07-12,ST022,1.0
PO00629-1,SUP045,SKU00629,658,658,48.02,2026-05-14,2026-05-21,2026-05-21,ST029,1.0
PO00629-2,SUP045,SKU00629,658,658,48.02,2026-06-08,2026-06-15,2026-06-15,ST029,1.0
PO00629-3,SUP045,SKU00629,658,658,48.02,2026-07-03,2026-07-10,2026-07-10,ST029,1.0
PO00630-1,SUP048,SKU00630,28,28,69.07,2026-05-15,2026-05-23,2026-05-23,ST036,1.0
PO00630-2,SUP048,SKU00630,28,28,69.07,2026-06-09,2026-06-17,2026-06-17,ST036,1.0
PO00630-3,SUP048,SKU00630,28,28,69.07,2026-07-04,2026-07-12,2026-07-12,ST036,1.0
PO00631-1,SUP051,SKU00631,280,280,66.52,2026-05-09,2026-05-18,2026-05-18,ST043,1.0
PO00631-2,SUP051,SKU00631,280,280,66.52,2026-06-03,2026-06-12,2026-06-12,ST043,1.0
PO00631-3,SUP051,SKU00631,280,280,66.52,2026-06-28,2026-07-07,2026-07-07,ST043,1.0
PO00632-1,SUP054,SKU00632,280,280,90.46,2026-05-10,2026-05-20,2026-05-20,ST050,1.0
PO00632-2,SUP054,SKU00632,280,280,90.46,2026-06-04,2026-06-14,2026-06-14,ST050,1.0
PO00632-3,SUP054,SKU00632,280,280,90.46,2026-06-29,2026-07-09,2026-07-09,ST050,1.0
PO00633-1,SUP057,SKU00633,294,294,104.02,2026-05-11,2026-05-18,2026-05-18,ST005,1.0
PO00633-2,SUP057,SKU00633,294,294,104.02,2026-06-05,2026-06-12,2026-06-12,ST005,1.0
PO00633-3,SUP057,SKU00633,294,294,104.02,2026-06-30,2026-07-07,2026-07-07,ST005,1.0
